----------------------
0.5, 0, 0.5717233453502919
1, 0, 0.6196324723019184
1.5, 0, 0.5926375486379165
2, 0, 0.6181317745993904
2.5, 0, 0.595777837707573
4, 0, 0.6012571295339972
8, 0, 0.6115309340975489
16, 0, 0.6007352826249596
0.5, 0.01, 0.5920473430059864
1, 0.01, 0.6061611651806759
1.5, 0.01, 0.6088639533704882
2, 0.01, 0.6002086608151597
2.5, 0.01, 0.5912653841312289
4, 0.01, 0.6232420580661762
8, 0.01, 0.6011134704703714
16, 0.01, 0.5650541059845798
0.5, 0.02, 0.5840535295100789
1, 0.02, 0.6375421609663734
1.5, 0.02, 0.6094486392346811
2, 0.02, 0.6177444442457678
2.5, 0.02, 0.6017198530844327
4, 0.02, 0.6118516087769481
8, 0.02, 0.5984055256941715
16, 0.02, 0.5932261620699317
0.5, 0.05, 0.5930263607092586
1, 0.05, 0.6077454387152282
1.5, 0.05, 0.6181083277130043
2, 0.05, 0.5984997275867738
2.5, 0.05, 0.5981527516036104
4, 0.05, 0.6046010901398453
8, 0.05, 0.5986760465291879
16, 0.05, 0.6155310258208515
0.5, 0.1, 0.5752754759075178
1, 0.1, 0.6120076102916663
1.5, 0.1, 0.6219474104427805
2, 0.1, 0.618789645413787
2.5, 0.1, 0.6220319611851975
